Municipality,Last Name,First Name,Affiliation
Alymer,Reisdorf,Ruben Alex,The Canadian Mission Board of the Church of God in Canada
Alymer,Staats,Zeth,Fellowship Of Evangelical Baptist Churches
Amaranth,Batchelor,Frederick E,Community Of Christ
Amaranth,Hetzel,Joshua N,New Apostolic Church Canada
Amaranth,Horvath,Nadia Graziela,York St Peter's Evangelistic Organization
Amaranth,Robertshaw,Lori Helen,Celebrating Life Ministries
Amaranth,Sykes,Robb,Partners In Harvest (Canada)
Amaranth,Whitworth,James E K,Community Of Christ
Amherstberg,Salvati,Valentino,The Christian and Missionary Alliance Central Canada District
Amherstberg,Sgabellone,Rocco,The Pentecostal Assemblies of Canada Western Ontario District
Amherstberg,Wieclaw,Stanislaw,The Pentecostal Assemblies of Canada Western Ontario District
Amherstburg,Bailey,Bonnie Jean,Community Of Christ
Amherstburg,Bell,Orville M,Baptist
Amherstburg,Bishop,Bruce Eric,The Gospel Crusade Inc
Amherstburg,Boivin,Ryan Douglas,The Anglican Church of Canada Diocese of Huron
Amherstburg,Boutette,David Louis,Roman Catholic Diocese Of London
Amherstburg,Burkhart,John Wellington,Presbyterian Church in Canada Presbytery Of Essex - Kent
Amherstburg,Bustard,John Ross Alexander,The Pentecostal Assemblies of Canada Western Ontario District
Amherstburg,Collison,Donald Frederick,"The Church of Jesus Christ, Monongahela Pa"
Amherstburg,Collison,John Jerome,"The Church of Jesus Christ, Monongahela Pa"
Amherstburg,Coughlin,Olwyn May Barrie,Presbyterian Church in Canada Presbytery Of Essex - Kent
Amherstburg,Cousineau,Brandon Maurice James,The Pentecostal Assemblies of Canada Western Ontario District
Amherstburg,Davis,George,Ministers Network Canada
Amherstburg,Fishwild,Kurt,Port Huron Mission - Sarnia Restoration Branch
Amherstburg,Harmon,Alden George,Community Of Christ
Amherstburg,Harmon,Sharyl S,Community Of Christ
Amherstburg,Heaton,Chadwick Charles Wayne,The Christian and Missionary Alliance Central Canada District
Amherstburg,Hurst,Maynard,Mount Beulah Church Amherstburg
Amherstburg,Hurst,Trevor,Lighthouse Churches of God in Christ of Canada Inc
Amherstburg,Jupp,Timothy A,Fellowship Of Evangelical Baptist Churches
Amherstburg,Kucharski,Matthew Richard,Roman Catholic Diocese Of London
Amherstburg,Labute,Bradley Steven,"The Church of Jesus Christ, Monongahela Pa"
Amherstburg,Meloche,Kelly Ann,Clergy Support Memorial Church
Amherstburg,Mulder,Marcia Beverly,Ministers Network Canada
Amherstburg,Radmore,Daniel,Brethren
Amherstburg,Rounding,Murray Alan,Antler River Watershed Regional Council - United Church
Amherstburg,Schwab,Jessica Lynn,Celebrating Life Ministries
Amherstburg,Shenker,Patricia Lynne,Canadian International Metaphysical Ministry
Amherstburg,Simmons,Dale Andrew,Ministers Network Canada
Amherstburg,Strang,William Dennis,The Anglican Church of Canada Diocese of Huron
Amherstburg,Sutton,Matthew Robert,Roman Catholic Diocese Of London
Amherstburg,Tetler,Janna Lee,Togetherness Collective
Amherstburg,Tetreault,Leonard Joseph,Roman Catholic Diocese Of London
Amherstburg,Wismer,Darwin Edgar,Community Of Christ
Amherstburg,Wismer,Robert Dale,Community Of Christ
Amherstburt,Mulder,William Howard,Ministers Network Canada
Amherstview,Belair,Andrew Malcolm,Ministers Network Canada
Amherstview,Carswell,Brian Everett,The Wesleyan Church of Canada Central Canada District
Amherstview,Dirocco,Donald,Roman Catholic Diocese of Kingston
Amherstview,Henry,Vijay Noel,The Anglican Church Of Canada Diocese Of Ontario
Amherstview,Kim,Henna Hyon Hwa,Presbyterian Church in Canada Presbytery Of Kingston
Amherstview,Maleske,Allen P,Lutheran Church - Canada
Amherstview,Morrison,John Andrew,The Anglican Church Of Canada Diocese Of Ontario
Amherstview,Osborne,Monica,Eckankar Canada
Amherstview,Price,Lynda Mary,East Central Ontario Regional Council - United Church
Amherstview,Rundle,Michael,Presbyterian Church in Canada Presbytery Of Kingston
Amherstview,Shea,Timothy Frederic,Roman Catholic Diocese of Kingston
Amprior,Finlan,Charles Ross,Roman Catholic Archdiocese Of Ottawa-Cornwall
Amprior,Gullons,Norine Elsie,Evangelical Lutheran Church In Canada Eastern Synod
Ancaster,Alleyne-Tracey,Pamela,Clergy Support Memorial Church
Ancaster,Alongi,Salvatore,Jehovah's Witnesses
Ancaster,Archer,Ronald Charles,Presbyterian Church in Canada Presbytery Of Hamilton
Ancaster,Archibald,Charles Bruce,Brethren
Ancaster,Asselin,Joseph Earl,The Anglican Church Of Canada Diocese Of Niagara
Ancaster,Baker,Glenn Russell,Horseshoe Falls Regional Council - United Church
Ancaster,Barreira,Victor,The Pentecostal Assemblies of Canada Western Ontario District
Ancaster,Barrett,Allison Mary,Unitarian Universalist Association
Ancaster,Baruch,Paula Anne,Jewish - Reform
Ancaster,Beach,Lee,The Christian and Missionary Alliance Central Canada District
Ancaster,Bish,John David,Horseshoe Falls Regional Council - United Church
Ancaster,Blanchard,Diane Lynn,Horseshoe Falls Regional Council - United Church
Ancaster,Brown,Ross Matthew,Ministers Network Canada
Ancaster,Brownlie,Robert Lloyd,The Anglican Church Of Canada Diocese Of Niagara
Ancaster,Cao,Weifeng,The Christian and Missionary Alliance Central Canada District
Ancaster,Cheriyan,Ezzy,Canadian Christian Ministries
Ancaster,Clarke,Lindsay Gene,The Pentecostal Assemblies of Canada Western Ontario District
Ancaster,Csefko,Gregory,Ministers Network Canada
Ancaster,Csefko,Jennifer,Ministers Network Canada
Ancaster,Curnew,Heather M,Partners In Harvest (Canada)
Ancaster,Dada,Olayinka,Independent Assemblies Of God International
Ancaster,DeMutis,Deborah Leigh,Canadian International Metaphysical Ministry
Ancaster,Dunlop,Brian L,The Pentecostal Assemblies of Canada Western Ontario District
Ancaster,Fallon,Michael D,Christian Reformed Church In North America
Ancaster,Fleming,Mary Charlotte,Anglican Network in Canada
Ancaster,Gauthier,Christopher Erik,The Community Catholic Church of Canada
Ancaster,Gerrard,Aaron D,The Christian and Missionary Alliance Central Canada District
Ancaster,Green,Judith Lynne,Presbyterian Church in Canada Presbytery Of Hamilton
Ancaster,Hawkes,Percy Keith,Horseshoe Falls Regional Council - United Church
Ancaster,Heath,Gordon Leslie,Baptist - Ontario & Quebec
Ancaster,Henry,Duane Gustavus,The Pentecostal Assemblies of Canada Western Ontario District
Ancaster,Hielema,Sydney,Christian Reformed Church In North America
Ancaster,Holtvluwer,Peter Herman,Canadian Reformed Church
Ancaster,Iwaskiw,Josaphat,Baptist
Ancaster,Jakob,Jason Graham,The Church of Jesus Christ of Latter-Day Saints
Ancaster,Kaneps,Davis,Evangelical Lutheran Church In Canada Eastern Synod
Ancaster,Keuning,Johannes,Christian Reformed Church In The Netherlands Old Christian Reformed Church
Ancaster,Kim,Dong-Ha,Presbyterian Church in Canada Presbytery Of Paris
Ancaster,King,Beverly,Clergy Support Memorial Church
Ancaster,Kirk,David,West Fifth Bible Chapel
Ancaster,Knowles,Michael P,The Anglican Church Of Canada Diocese Of Niagara
Ancaster,Kyereme,Addai,The Community Christian Fellowship Church Of Canada
Ancaster,Kyereme,Julianna,The Community Christian Fellowship Church Of Canada
Ancaster,Lobsinger,Wayne Lawrence,Roman Catholic Diocese Of Hamilton
Ancaster,Lovering,Donald Colin,Humanist Association Of Canada
Ancaster,MacFarlane,Gordon G,Christadelphian
Ancaster,MacLean,Daniel Hunter,Horseshoe Falls Regional Council - United Church
Ancaster,McInnis,David Lorne,Presbyterian Church in Canada Presbytery Of Hamilton
Ancaster,McWilliams,Arthur Henry Winston,Presbyterian Church in Canada Presbytery Of Hamilton
Ancaster,Nguyen,Tuyen,Roman Catholic Diocese Of Hamilton
Ancaster,Noack,Pieternella A,Emmaus Road Ministries
Ancaster,Osei,Andrew A,Ministers Network Canada
Ancaster,Piyarali,Jawed,Ismaili Muslim Council For Ontario
Ancaster,Ponting,David M,The Anglican Church of Canada Diocese of Huron
Ancaster,Randle,Barry E,The Anglican Church Of Canada Diocese Of Niagara
Ancaster,Read,John,Presbyterian Church in Canada Presbytery Of Hamilton
Ancaster,Reeve,Sandra Ferne,Presbyterian Church in Canada Presbytery Of Hamilton
Ancaster,Rooney,James W,Seventh-day Adventists Ontario Conference
Ancaster,Roschman,Richard Samuel,Seventh-day Adventists Ontario Conference
Ancaster,Savelli,Lesli Karen,Clergy Support Memorial Church
Ancaster,Shantz,Kim A,Horseshoe Falls Regional Council - United Church
Ancaster,Shepherd,Olive,The Anglican Church Of Canada Diocese Of Niagara
Ancaster,Spies,Miram Mara Elizabeth,Horseshoe Falls Regional Council - United Church
Ancaster,Styles,Kenneth Brant,Be In Christ Church Of Canada
Ancaster,Tenny,Danielle Aileen,Bancroft Centre For Awakening Spiritual Growth
Ancaster,Tipple,Donald Graham,Horseshoe Falls Regional Council - United Church
Ancaster,Trautmann,Gary,New Apostolic Church Canada
Ancaster,Tschanz,Robert James,Horseshoe Falls Regional Council - United Church
Ancaster,Van Raalte,Theodore Gerard,Canadian Reformed Church
Ancaster,Verbruggen,Mark Neil,Christian Reformed Church In North America
Ancaster,Vincent,Matthew,Be In Christ Church Of Canada
Ancaster,Watters,Mark Alexander,Charismatic Episcopal Church Of Canada
Ancaster,Willan,Lori,The Pentecostal Assemblies of Canada Western Ontario District
Ancaster,Zylla,Phillip Charles,Baptist - Ontario & Quebec
Angus,Awad,Sami,The Pentecostal Assemblies of Canada Western Ontario District
Angus,Clydesdale,Pamela Ann,The Community Catholic Church of Canada
Angus,Dion,Joseph Noel Denis,Roman Catholic Military Ordinariate Of Canada
Angus,Gibbins,Peter R,Evangelical Missionary Church Canada East District
Angus,Gunn,Tete Delali,Western Ontario Waterways Regional Council - United Church
Angus,Hotari,Mauri O,Toronto Laestadian Congregation
Angus,Hoy,Henry,The Anglican Church Of Canada Diocese Of Toronto
Angus,Krausz,Gabor,Humanist Association Of Canada
Angus,Mayer,Andrew Peter,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Angus,Morris,Ledford L,Seventh-day Adventists Ontario Conference
Angus,Narvanen,Edward Alan,The Church of Jesus Christ of Latter-Day Saints
Angus,Pominville,Connie Louise,Canadian International Metaphysical Ministry
Angus,Robertson,Frank,Brethren
Angus,Rose,Bernard Barrington,Lighthouse Fellowship Assembly
Angus,Sellsted,Stacy John,Humanist Association Of Canada
Angus,Wilkes,Sarah Ann,Spiritualist Church Of Canada
Angus,Zettel,James Patrick,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Appin,Kerr,Tyler James,Celebrating Life Ministries
Apple Hill,Lilly,Joseph Edwin,Canadian International Metaphysical Ministry
Apsley,Perks,Joshua,Faith Christian Fellowship of Canada Inc.
Apsley,Shin,Gene,Roman Catholic Diocese Of Peterborough
Apsley,Shpikula,Michael,Independent Assemblies Of God International
Apsley,Trotter,John E,Independent Assemblies Of God International
Apsley,Watt,William S,The Anglican Church Of Canada
Arden,Boom,Fredrick,Independent Holiness Churches
Arden,Brown,Elizabeth Jean,East Central Ontario Regional Council - United Church
Arden,Evenden,Judith May,East Central Ontario Regional Council - United Church
Arden,Klassen,Harry John,Presbyterian Church in Canada Presbytery Of Kingston
Arden,Ostrander,Kaitlyn Elizabeth,East Central Ontario Regional Council - United Church
Aris,De Vries,Leo,The Pentecostal Assemblies of Canada Western Ontario District
Ariss,Feenstra,Willem S,Anchor Ministerial Fellowship
Ariss,Gerber,Anthony Robert,Mennonite
Ariss,Moore,Donald J,The Evangelical Christian Church In Canada
Ariss,Sommerfeld,Albert K,Evangelical Lutheran Immanuel Church
Arkell,Lindsay,Lloyd Robert,Baptist - Ontario & Quebec
Arkona,De Jonge,Sherry,The Anglican Church of Canada Diocese of Huron
Arkona,Ottaway,Graham Mark,Elim Bible Chapel
Arkona,Scrimgeour,William R,Brethren
Arnprior,Anderson,Dennis Raymond,Evangelical Missionary Church Canada East District
Arnprior,Atkinson,Harvey Ray,The Wesleyan Church of Canada Central Canada District
Arnprior,Benson,Paul Draper,Baptist - Ontario & Quebec
Arnprior,Boyd,Gregory C,Lutheran Church in America
Arnprior,Demitroff,Bruce Douglas,Baptist - Ontario & Quebec
Arnprior,Doherty,Michael Francis,Roman Catholic Archdiocese Of Ottawa-Cornwall
Arnprior,Donald,Bruce,Fellowship Of Evangelical Baptist Churches
Arnprior,Dunn,Ian Robert,The Wesleyan Church of Canada Central Canada District
Arnprior,Dyck,Lee Abram,North American Baptist Conference
Arnprior,Ferguson,John B,The Anglican Church Of Canada Diocese Of Ottawa
Arnprior,Fraser,Milton A,Presbyterian Church in Canada Presbytery Of Lanark & Renfrew
Arnprior,Hughes,Leo Evan,Presbyterian Church in Canada Presbytery Of Lanark & Renfrew
Arnprior,Johnston,Carey Jo,Presbyterian Church in Canada Presbytery Of Lanark & Renfrew
Arnprior,Johnston,Paul,Presbyterian Church in Canada Presbytery Of Lanark & Renfrew
Arnprior,Kelly,Dan,Roman Catholic Diocese Of Pembroke
Arnprior,Kelly,Richard C,Roman Catholic Archdiocese Of Ottawa-Cornwall
Arnprior,Malina,Martin Emanuel,Evangelical Lutheran Church In Canada Eastern Synod
Arnprior,Martin,Sylvia Susanne Mary,The Community Catholic Church of Canada
Arnprior,McDonald,Robert Charles,Roman Catholic Diocese Of Pembroke
Arnprior,Moorhead,Beverley Sue,Partners In Harvest (Canada)
Arnprior,Morton,Julie-Ann,Baptist - Ontario & Quebec
Arnprior,Pilon,Andre Charles,Celebrating Life Ministries
Arnprior,Redner,Kiwanda A,Eagle Worldwide Ministries
Arnprior,Stott,Sandra M,Partners In Harvest (Canada)
Arnprior,Sullivan-Stafford,Faye M K,Eglise Evangelique Chretienne de Lorraine
Arnprior,Voldock,Lindsay Catharine,Celebrating Life Ministries
Arnprior,Weber,Loren Arthur,Baptist
Arnprior,Wood,Darren Wayne,Canadian International Metaphysical Ministry
Arnprior,Young,Clark B,The Pentecostal Assemblies of Canada Eastern Ontario District
Arnprior,de Vries,Lee-Anne Cheryl Bonnie,Partners In Harvest (Canada)
Arnstein,Foreshew,Byrnell Fraser,Bolton Assembly Of Christians
Arthur,Beatty,Alexander Duncan,Celebrating Life Ministries
Arthur,Charlton,Edward Milton Wesley,Presbyterian Church in Canada Presbytery Of Waterloo - Wellington
Arthur,Denman-Stroszka,Sandra Naomi,The Community Catholic Church of Canada
Arthur,Gilbert,Stephen,Roman Catholic Diocese Of Hamilton
Arthur,Hill,Trevor,Brethren
Arthur,Martin,Paul,Mennonite
Arthur,Mernagh,Michael Patrick,The Anglican Church Of Canada Diocese Of Niagara
Arthur,Pakulat,Ron G,The Pentecostal Assemblies of Canada Western Ontario District
Arthur,Wright,Murray Douglas,Apostolic Church of Pentecost of Canada Inc
Arva,Gratton,Robert,Brethren - Highbury Avenue Gospel Hall
Arva,O'Neill,Andra Townshend,The Anglican Church of Canada Diocese of Huron
Ashburn,Hayes,Robert G,Fellowship Of Evangelical Baptist Churches
Ashburn,Jack,Cheryl,Unitarian Universalist Association
Ashburn,Shand,Daphne,The Association for Education and Evangelism
Ashton,Boonstra,Tony,Presbyterian Church in Canada Presbytery Of Ottawa
Ashton,Kauk,Brian,The Anglican Church Of Canada Diocese Of Ottawa
Ashton,O'Halloran,Patrick,Ministries Without Borders
Ashton,Stewart,Steven Douglas,Stittsville Community Bible Church Ministry Corporation
Ashton,Straznicky,Libuse Jane,Anglican Network in Canada
Ashton,Summach,Ahren,Vineyard Resource Canada
Ashton,Wilkins,Steven,Ministries Without Borders
Astorville,Bedard,Roberta,Clergy Support Memorial Church
Astorville,Chippendale,Kelly Marie,The Community Catholic Church of Canada
Astorville,Foster,Timothy A,Roman Catholic Diocese Of Pembroke
Astorville,Giroux,Marie Viviane,Clergy Support Memorial Church
Astorville,Ouellette,Real,Roman Catholic Diocese Of Pembroke
Astorville ,Okebanama,Cyril C,Roman Catholic Diocese Of Pembroke
Astra,Bowley,Bryan R,Jewish - Conservative Council
Astra,Cole,Tony Lawrence,East Central Ontario Regional Council - United Church
Astra,Pistruga,Gleb,Roman Catholic Military Ordinariate Of Canada
Athens,Klumpenhouwer,Bernard,Independent Assemblies Of God International
Athens,Picard,Leslie H,Brethren
Athens,Simzer,Marielle Lynn,Ontario Humanist Society
Athens,Zylstra,Daniel,Christian Reformed Church In North America
Atikokan,Bauer,Juleena,The Community Catholic Church of Canada
Atikokan,Birnstiel,Isaiah,The Pentecostal Assemblies Of Canada Manitoba & Northwestern Ontario District
Atikokan,Girard,Susan,Prairie to Pine Regional Council - United Church
Atikokan,Ivall,Glenda Ruth,The Anglican Church of Canada Diocese of Rupert's Land
Atikokan,Jones,Alfred Lyman,Jehovah's Witnesses
Atikokan,McInnis,John B,Roman Catholic Diocese Of Thunder Bay
Atikokan,Ricci,Bradley,Ministers Network Canada
Atikokan,Umezika,Innocent Ifeanyichukwu,Roman Catholic Diocese Of Thunder Bay
Attawapiskat,Obiadi,Raphael Chuka,Roman Catholic Diocese Of Moosonee
Atwood,Erb,Nathan John,Mennonite
Atwood,MacInnes,Janice,Presbyterian Church in Canada Presbytery Of Huron - Perth
Atwood,Martin,Paul B,Mennonite
Atwood,Naylor,Ernest Alexander,Presbyterian Church in Canada Presbytery Of Huron - Perth
Atwood,Wagler,Carl,Old Order Amish Mennonite Church Milverton Community
Auburn,Reddekopp,Jacob,Old Colony Mennonite Congregation
Auburn,Shetler,John,Old Order Amish Mennonite Church Lucknow Community
Aurora,Adap,Efenito M,Seventh-day Adventists Ontario Conference
Aurora,Bemrose-Fetter,Stephen Spence,Shining Waters Regional Council - United Church
Aurora,Bertao,Joao Manuel,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
Aurora,Boissonneau,John Anthony,Roman Catholic Archdiocese Of Toronto - Catholic Pastoral Center
